ubigeo;Region;Province;District;Area;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
30413;APURIMAC;AYMARAES;SORAYA;43.56;802;809.6817318;816.1682409;821.5383379;825.87881;829.2832565;831.850914;833.6854419;834.8936393;835.5840697;835.8655824;835.8457391;835.6291767;835.3159604;835;833.5198085;829.7883581;824.0085341;816.3901852;807.1529098;796.5268669;784.7515802;772.0731071;758.7401807;745;731.0943019
30414;APURIMAC;AYMARAES;TAPAIRIHUA;163.73;2238;2257.482798;2273.881117;2287.406198;2298.288247;2306.773661;2313.122213;2317.604112;2320.496839;2322.08169;2322.639989;2322.448981;2321.777499;2320.881548;2320;2313.735244;2297.296266;2271.872172;2238.710449;2199.096404;2154.330789;2105.706063;2054.482856;2001.868568;1949;1896.931459
30415;APURIMAC;AYMARAES;TINTAY;136.58;3208;3234.851633;3257.421034;3276.005794;3290.928968;3302.535356;3311.187712;3317.262764;3321.146897;3323.231394;3323.907185;3323.559106;3322.559815;3321.263543;3320;3303.589194;3259.165183;3190.878048;3103.175881;3000.580824;2887.498282;2768.065177;2646.040457;2524.738098;2407;2295.203913
30416;APURIMAC;AYMARAES;TORAYA;173.05;1494;1554.697523;1608.961242;1656.633907;1697.719176;1732.370394;1760.875664;1783.640255;1801.167398;1814.038428;1822.893157;1828.411252;1831.295274;1832.255936;1832;1824.163845;1802.824686;1769.508377;1725.906072;1673.803915;1615.015461;1551.31952;1484.406327;1415.834455;1347;1279.118437
30417;APURIMAC;AYMARAES;YANACA;103.88;1357;1358.604813;1358.829172;1357.763666;1355.502878;1352.144691;1347.789523;1342.539406;1336.49686;1329.763503;1322.438394;1314.616114;1306.384652;1297.823204;1289;1277.347508;1260.692876;1239.69874;1215.038178;1187.387352;1157.416794;1125.781577;1093.111176;1060.000059;1027;994.6148679
30501;APURIMAC;COTABAMBAS;TAMBOBAMBA;722.23;10526;10619.71715;10703.60704;10777.97239;10843.16075;10899.56212;10947.60548;10987.75366;11020.49596;11046.33806;11065.78881;11079.34416;11087.46844;11090.57394;11089;11083.82235;11075.24338;11062.11729;11043.25096;11017.50666;10983.87809;10941.53834;10889.86209;10828.42694;10757;10675.51639
30502;APURIMAC;COTABAMBAS;COTABAMBAS;331.96;4733;4738.699057;4739.829918;4736.772318;4729.918294;4719.669494;4706.434298;4690.62454;4672.651586;4652.921616;4631.830013;4609.754918;4587.050111;4564.037552;4541;4515.62619;4485.601786;4451.13345;4412.414785;4369.664211;4323.150227;4273.203967;4220.22075;4164.653332;4107;4047.790547
30503;APURIMAC;COTABAMBAS;COYLLURQUI;418.95;6935;7126.075451;7299.529226;7455.142457;7592.940772;7713.181469;7816.336715;7903.073023;7974.227295;8030.779776;8073.824418;8104.537356;8124.144405;8133.888735;8135;8118.103534;8073.99654;8004.242019;7910.574304;7794.92583;7659.430184;7506.401019;7338.29092;7157.636885;6967;6768.906469
30504;APURIMAC;COTABAMBAS;HAQUIRA;475.46;9784;10026.58104;10247.2033;10445.65817;10621.9998;10776.53217;10909.79205;11022.52789;11115.67462;11190.32444;11247.69394;11289.0882;11315.86292;11329.38598;11331;11311.37569;11261.11105;11181.45871;11073.82393;10939.83464;10781.37801;10600.60207;10399.88693;10181.79361;9949;9704.233376
30505;APURIMAC;COTABAMBAS;MARA;224.17;4665.181362;4882.835607;5097.897846;5308.391072;5512.198952;5707.089424;5890.743576;6060.789254;6214.838592;6350.528457;6465.562796;6557.755927;6625.076085;6665.688796;6678;6675.568724;6670.759238;6660.332971;6641.047304;6609.749343;6563.467352;6499.496606;6415.477846;6309.467581;6180;6026.140395
30506;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;439.96;5364.818638;5418.423067;5492.874655;5587.643539;5702.34351;5836.700106;5990.520345;6163.662798;6356.006733;6567.419075;6797.718;7046.632102;7313.754308;7598.490084;7900;8244.695162;8661.397204;9153.126839;9723.424475;10376.21272;11115.63485;11945.85894;12870.83819;13894.02018;15018;16244.11645
30601;APURIMAC;CHINCHEROS;CHINCHEROS;132.4;4889;5054.970525;5212.64974;5361.074693;5499.342632;5626.621537;5742.15926;5845.290705;5935.442498;6012.13469;6074.979243;6123.675315;6158.001712;6177.807238;6183;6175.56985;6157.005485;6126.491658;6083.265695;6026.68838;5956.297605;5871.842884;5773.30157;5660.879516;5535;5396.285102
30602;APURIMAC;CHINCHEROS;ANCO_HUALLO;38.9;9740;10016.66498;10277.18207;10520.30046;10744.89171;10949.96054;11134.65294;11298.26066;11440.22145;11560.11415;11657.6485;11732.64968;11785.03843;11814.808;11822;11809.24584;11778.24749;11727.62912;11656.07341;11562.44942;11445.90846;11305.94482;11142.42348;10955.57998;10746;10514.58626
30603;APURIMAC;CHINCHEROS;COCHARCAS;109.9;1955;2037.166358;2111.486314;2177.657844;2235.570182;2285.294353;2327.068901;2361.281847;2388.449938;2409.196244;2424.227096;2434.309321;2440.24862;2442.869873;2443;2433.242335;2406.690712;2365.094313;2310.40379;2244.698852;2170.115714;2088.777318;2002.729903;1913.889374;1824;1734.606792
30604;APURIMAC;CHINCHEROS;HUACCANA;472.12;8866;9094.879109;9294.016348;9464.129022;9606.432797;9722.583215;9814.612575;9884.864525;9935.928415;9970.57521;9991.696526;10002.24826;10005.20009;10003.49217;10000;9968.385046;9883.884499;9752.088544;9579.029894;9371.037842;9134.584281;8876.126235;8601.953844;8318.054163;8030;7742.870336
30605;APURIMAC;CHINCHEROS;OCOBAMBA;58.2;8336.169651;8401.043218;8455.426926;8500.06883;8535.775685;8563.404375;8583.853147;8598.052293;8606.953882;8611.520263;8612.711167;8611.46946;8608.705831;8605.282972;8602;8578.332324;8516.172056;8420.103592;8294.934102;8145.608726;7977.120653;7794.417993;7602.313174;7405.402117;7208;7014.09876
30606;APURIMAC;CHINCHEROS;ONGOY;237.56;7292;7513.532867;7713.061439;7890.370005;8045.609879;8179.275346;8292.173477;8385.38885;8460.244236;8518.258289;8561.101357;8590.550657;8608.446112;8616.648307;8617;8594.260231;8533.82121;8438.676636;8312.119614;8157.710228;7979.221946;7780.568272;7565.715853;7338.592636;7103;6862.536531
30607;APURIMAC;CHINCHEROS;URANMARCA;148.73;2575;2671.561575;2762.469718;2847.188313;2925.251898;2996.270583;3059.933213;3116.008567;3164.344397;3204.86421;3237.561801;3262.493719;3279.770004;3289.543724;3292;3285.931441;3270.037057;3244.412022;3209.222754;3164.733826;3111.323889;3049.489918;2979.840869;2903.083039;2820;2731.430013
30608;APURIMAC;CHINCHEROS;RANRACANCHA;44.52;4827.830349;4875.524777;4915.839129;4949.253715;4976.299439;4997.550427;5013.616585;5025.135949;5032.766629;5037.178235;5039.04271;5039.024636;5037.771193;5035.902101;5034;5020.972393;4986.875741;4934.089523;4865.110138;4782.516317;4688.928894;4586.965758;4479.195203;4368.091947;4256;4145.105751
30701;APURIMAC;GRAU;CHUQUIBAMBILLA;432.5;6461;6455.775216;6443.536318;6424.895479;6400.480512;6370.929936;6336.887934;6298.998911;6257.901375;6214.220927;6168.56229;6121.500457;6073.571211;6025.261467;5977;5927.090625;5873.574615;5816.386757;5755.445116;5690.703378;5622.186185;5550.007667;5474.375491;5395.583941;5314;5230.046317
30702;APURIMAC;GRAU;CURPAHUASI;293.42;2657;2660.335264;2661.33754;2660.158477;2656.955908;2651.892937;2645.136843;2636.85766;2627.226304;2616.412163;2604.580087;2591.886821;2578.476995;2564.478852;2550;2529.629676;2498.799821;2458.897111;2411.337357;2357.546271;2298.938356;2236.894419;2172.739336;2107.722088;2043;1979.628582
30703;APURIMAC;GRAU;GAMARRA;370.45;4586;4591.368391;4591.93144;4587.951065;4579.703725;4567.47838;4551.574097;4532.297097;4509.957023;4484.86228;4457.314397;4427.601503;4395.991114;4362.722628;4328;4273.778074;4185.506851;4068.925763;3929.968527;3774.500644;3608.102778;3435.904567;3262.470749;3091.73827;2927;2770.928249
30704;APURIMAC;GRAU;HUAYLLATI;110.75;2471;2461.285214;2445.655038;2424.664494;2398.891342;2368.925675;2335.36029;2298.78185;2259.762816;2218.854168;2176.578895;2133.426322;2089.847338;2046.250624;2003;1957.718089;1908.261272;1855.284599;1799.419984;1741.284214;1681.481325;1620.599967;1559.207224;1497.840623;1437;1377.140587
30705;APURIMAC;GRAU;MAMARA;66.21;1007;1011.482986;1015.145587;1018.056504;1020.287433;1021.912673;1023.008676;1023.653494;1023.926069;1023.905312;1023.668968;1023.292242;1022.846233;1022.396235;1022;1019.984134;1014.859682;1006.960837;996.6320056;984.2285737;970.115693;954.665079;938.2503314;921.2415391;904;886.8738005
30706;APURIMAC;GRAU;MICAELA BASTIDAS;110.14;846.7077344;908.8655047;969.1870113;1026.948454;1081.469214;1132.128392;1178.378906;1219.758614;1255.89806;1286.524632;1311.46311;1330.632798;1344.041642;1351.777889;1354;1348.654084;1333.855691;1310.188302;1278.389378;1239.329165;1193.982866;1143.397525;1088.655978;1030.840671;971;910.1193676
30707;APURIMAC;GRAU;PATAYPAMPA;158.91;1012;1032.916892;1050.991062;1066.328218;1079.072477;1089.401454;1097.521144;1103.660726;1108.067384;1111.001233;1112.730444;1113.526644;1113.660687;1113.398916;1113;1108.317336;1095.664915;1076.075062;1050.661486;1020.57352;986.9544929;950.9056244;913.4567245;875.5446638;838;801.5415533
30708;APURIMAC;GRAU;PROGRESO;254.59;2644;2672.016412;2698.742762;2724.249374;2748.613442;2771.919006;2794.256686;2815.723014;2836.419182;2856.449066;2875.916391;2894.921026;2913.554448;2931.894542;2950;2968.41192;2987.432205;3006.706198;3025.854266;3044.497977;3062.280289;3078.87917;3094.014988;3107.452665;3119;3128.503769
30709;APURIMAC;GRAU;SAN ANTONIO;24.12;412;412.5135292;412.6568177;412.4516173;411.9206864;411.087656;409.9768648;408.6131421;407.0215187;405.2268514;403.2533536;401.12404;398.8601001;396.4802352;394;390.0967959;383.6843084;375.1483332;364.88743;353.2993213;340.769058;327.6592088;314.3023392;300.9959632;288;275.5366074
30710;APURIMAC;GRAU;SANTA ROSA;36.16;819;819.9626466;820.0788723;819.4012644;817.9849022;815.8869503;813.1661988;809.8825101;806.0961353;801.8668739;797.2530643;792.3104196;787.0907457;781.6406033;776;768.2133247;756.6529683;741.8613737;724.3925148;704.8000642;683.626082;661.3904723;638.5817371;615.6496044;593;570.992618
30711;APURIMAC;GRAU;TURPAY;52.34;934;934.7870089;934.0240094;931.8295262;928.3282416;923.6493464;917.9249279;911.2883637;903.8726943;895.8089563;887.2244747;878.2411331;868.9736667;859.528041;850;839.1014564;825.7036767;810.1309075;792.7061069;773.7515946;753.5878746;732.5307712;710.8873988;688.9516655;667;645.2878805
30712;APURIMAC;GRAU;VILCABAMBA;7.97;1082;1108.531773;1134.460737;1159.582788;1183.683736;1206.540995;1227.925507;1247.603825;1265.340245;1280.898903;1294.045759;1304.550451;1312.188044;1316.740781;1318;1317.795389;1317.931465;1318.156653;1318.212436;1317.845003;1316.814194;1314.899545;1311.903682;1307.653532;1302;1294.8168
30713;APURIMAC;GRAU;VIRUNDO;117.19;713;764.0801542;812.4527349;857.5352521;898.8466099;936.017858;968.7976035;997.0522567;1020.761562;1040.010078;1054.975443;1065.914335;1073.147113;1077.042044;1078;1072.074506;1055.670881;1029.919573;996.14106;955.7718758;910.2924773;861.1610531;809.7569006;757.3359852;705;653.6789015
30714;APURIMAC;GRAU;CURASCO;139.77;1033.292266;1099.677367;1164.635019;1227.477903;1287.519362;1344.086624;1396.533994;1444.25551;1486.696558;1523.36399;1553.834375;1577.760127;1594.873457;1604.988227;1608;1604.218747;1593.901796;1576.973456;1553.439031;1523.402818;1487.07895;1444.794355;1396.984241;1344.181261;1287;1226.118561
40101;AREQUIPA;AREQUIPA;AREQUIPA;2.8;77209;76075.26181;74953.90695;73848.51349;72762.46625;71698.97244;70661.07147;69651.63556;68673.35824;67728.72882;66819.99204;65949.09391;65117.61651;64326.70601;63577;62874.39797;62219.58911;61604.61505;61021.54834;60462.99684;59922.44184;59394.41815;58874.5607;58359.55104;57847;57335.30202
40102;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;6.98;53405;54968.49088;56523.87754;58070.15442;59606.51286;61132.35662;62647.31168;64151.22554;65644.15118;67126.31011;68598.03044;70059.65682;71511.4319;72953.3516;74385;75821.48643;77272.45157;78727.53405;80175.18907;81603.37119;83000.10835;84353.93539;85654.17991;86891.11406;88056;89141.06629
40103;AREQUIPA;AREQUIPA;CAYMA;246.31;47257;49162.56999;51093.94;53050.50633;55031.84461;57037.73448;59068.1799;61123.42034;63203.92726;65310.37979;67443.6137;69604.53905;71794.02377;74012.74331;76261;78550.67192;80888.35579;83264.39959;85667.527;88085.50905;90505.75913;92915.80821;95303.64252;97657.90751;99968;102224.0833
40104;AREQUIPA;AREQUIPA;CERRO COLORADO;174.9;61865;64262.09269;66819.67126;69548.55038;72460.42832;75567.97031;78884.89383;82426.05023;86207.49482;90246.5357;94561.74981;99172.95423;104101.1205;109368.221;114997;121104.1231;127812.6828;135155.1281;143163.8439;151871.6305;161312.1177;171520.0537;182531.425;194383.3863;207114;220761.8089
40105;AREQUIPA;AREQUIPA;CHARACATO;86;3429;3563.826705;3710.941378;3871.180393;4045.461174;4234.788057;4440.25835;4663.068224;4904.517936;5166.01572;5449.079536;5755.335767;6086.513846;6444.435834;6831;7257.680052;7737.328891;8274.14737;8872.609866;9537.487788;10273.86667;11087.15235;11983.06227;12967.59848;14047;15227.67352
40106;AREQUIPA;AREQUIPA;CHIGUATA;460.81;2113;2163.869379;2213.981764;2263.311088;2311.838929;2359.554912;2406.456895;2452.550746;2497.849545;2542.372028;2586.140122;2629.175508;2671.495199;2713.106275;2754;2794.803768;2835.93393;2877.005038;2917.594406;2957.267433;2995.598393;3032.185679;3066.661445;3098.696273;3128;3154.320122
40107;AREQUIPA;AREQUIPA;JACOBO HUNTER;20.37;39180;39840.85199;40485.63536;41114.97933;41729.64816;42330.54339;42918.70244;43495.29063;44061.58383;44618.93889;45168.74969;45712.38778;46251.12809;46786.06176;47318;47855.16631;48402.09027;48953.0963;49501.9875;50042.46992;50568.49035;51074.47424;51555.46531;52007.18036;52426;52808.9202
40108;AREQUIPA;AREQUIPA;LA JOYA;670.22;14844;15404.76199;15982.11307;16577.02355;17190.5664;17823.92762;18478.41614;19155.47176;19856.66957;20583.71869;21338.45356;22122.81577;22938.82508;23788.53884;24674;25601.75191;26576.90001;27598.79789;28666.30017;29777.94581;30932.12304;32127.20225;33361.63025;34633.98559;35943;37287.55608
40109;AREQUIPA;AREQUIPA;MARIANO MELGAR;29.83;47428;47694.17117;47988.27713;48309.99829;48659.05699;49035.22089;49438.30217;49868.14949;50324.62959;50807.59519;51316.83661;51852.01573;52412.58204;52997.67262;53606;54280.37967;55059.1577;55933.3068;56893.21078;57928.95949;59030.57017;60188.1255;61391.83058;62632.00087;63899;65183.15134
40110;AREQUIPA;AREQUIPA;MIRAFLORES;28.68;50590;50674.99044;50757.81969;50840.22378;50923.96616;51010.8442;51102.69164;51201.37393;51308.77372;51426.76375;51557.16546;51701.69272;51861.88147;52039.00802;52234;52559.89436;53113.10557;53870.06866;54807.79466;55903.36942;57133.48362;58473.98427;59899.45055;61382.80736;62895;64404.76184
40111;AREQUIPA;AREQUIPA;MOLLEBAYA;26.7;778;782.6547658;793.7563391;811.1096877;834.6349942;864.3459662;900.331094;942.7363619;991.7481342;1047.57508;1110.428104;1180.497346;1257.925447;1342.776447;1435;1547.600609;1696.569164;1887.358132;2127.008633;2424.264748;2789.681853;3235.691575;3776.574476;4428.277666;5208;6133.455782
40112;AREQUIPA;AREQUIPA;PAUCARPATA;31.07;101283.0438;103176.165;105021.2648;106818.4618;108568.2234;110271.3751;111929.1001;113542.9199;115114.6502;116646.3227;118140.069;119597.9622;121021.8192;122412.9694;123772;125127.2372;126497.1639;127865.0857;129212.9116;130522.2816;131775.4685;132956.0194;134049.1393;135041.8534;135923;136683.1218
40113;AREQUIPA;AREQUIPA;POCSI;172.48;670;670.6736456;670.440719;669.3656983;667.5162007;664.962271;661.7756549;658.0290322;653.7951816;649.1460609;644.1517971;638.8795988;633.3926232;627.7488461;622;615.1080397;606.1797145;595.4795207;583.2730256;569.8260905;555.402973;540.2634034;524.6590172;508.8296509;493;477.3770481
40114;AREQUIPA;AREQUIPA;POLOBAYA;441.61;1329;1361.493516;1389.715747;1413.78464;1433.886017;1450.265415;1463.219376;1473.086464;1480.238285;1485.070716;1487.995544;1489.43271;1489.803322;1489.523612;1489;1478.613457;1450.173495;1406.582418;1351.022602;1286.726072;1216.784868;1144.01011;1070.841393;999.3030261;931;867.1446629
40115;AREQUIPA;AREQUIPA;QUEQUEÑA;34.93;904;907.1364735;913.4127;922.7964036;935.284035;950.8991693;969.6912441;991.7345155;1017.127099;1045.98995;1078.465644;1114.716775;1154.923854;1199.282523;1248;1319.058742;1432.327617;1592.937058;1808.755913;2090.427156;2451.414655;2907.931113;3478.585567;4183.548687;5043;6074.616476
40116;AREQUIPA;AREQUIPA;SABANDIA;36.63;2792;2864.476505;2936.578456;3008.317196;3079.715757;3150.809462;3221.646256;3292.286528;3362.802188;3433.274728;3503.792059;3574.443981;3645.316237;3716.48328;3788;3860.466213;3934.200894;4008.753268;4083.616028;4158.259258;4232.158646;4304.816496;4375.775205;4444.623947;4511;4574.5866
40117;AREQUIPA;AREQUIPA;SACHACA;26.63;13261;13472.52853;13701.42642;13948.02439;14212.69394;14495.84831;14797.94236;15119.4703;15460.96019;15822.96374;16206.0402;16610.73309;17037.53912;17486.86892;17959;18472.14612;19044.11107;19674.19616;20361.45276;21104.7435;21902.78505;22754.16662;23657.34233;24610.59848;25612;26659.32278
40118;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;93.31;879;952.438543;1020.552441;1082.294871;1136.919081;1183.99304;1223.394556;1255.289936;1280.100227;1298.459459;1311.169241;1319.153619;1323.417427;1325.010587;1325;1313.1653;1280.400527;1230.029281;1165.859415;1091.836394;1011.750497;929.0168401;846.5343438;766.6190803;691;620.8611629
40119;AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI;2264.59;2110;2137.920485;2161.734082;2181.670932;2197.997722;2211.012514;2221.039522;2228.423854;2233.526166;2236.717244;2238.372501;2238.866456;2238.567299;2237.83169;2237;2223.21026;2185.617237;2127.982032;2054.381457;1968.947097;1875.649565;1778.135694;1679.620677;1582.832211;1490;1402.881706
40120;AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS;187.98;1179;1201.946824;1221.73971;1238.505506;1252.411296;1263.659156;1272.480735;1279.131765;1283.886593;1287.032814;1288.866081;1289.685177;1289.787462;1289.464784;1289;1279.059604;1251.835891;1210.273979;1157.59953;1097.062963;1031.734275;964.3568672;897.2604887;832.3271599;771;714.3233043
40121;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;370.16;2716;2813.003575;2913.898381;3018.936373;3128.390321;3242.556024;3361.754478;3486.333747;3616.670245;3753.169053;3896.262895;4046.40941;4204.086412;4369.784931;4544;4728.803847;4926.097343;5136.035658;5358.691995;5594.086908;5842.2146;6103.063834;6376.632218;6662.933695;6962;7273.877761
40122;AREQUIPA;AREQUIPA;SOCABAYA;18.64;38288;39777.92443;41285.29074;42809.60882;44350.53698;45907.90067;47481.70774;49072.15623;50679.63032;52304.67979;53947.97817;55610.25633;57292.2093;58994.37672;60717;62469.5997;64257.46426;66072.89636;67906.94644;69749.94983;71591.99962;73423.32192;75234.54014;77016.8324;78762;80462.475
40123;AREQUIPA;AREQUIPA;TIABAYA;31.62;13462;13561.8043;13662.74776;13765.1595;13869.38268;13975.77677;14084.71864;14196.60173;14311.83217;14430.82126;14553.97346;14681.66968;14814.2458;14951.96715;15095;15249.23171;15419.30606;15603.23345;15798.86633;16004.01549;16216.54051;16434.41129;16655.74177;16878.79988;17102;17323.8851
40124;AREQUIPA;AREQUIPA;UCHUMAYO;227.14;7458;7645.377112;7839.716172;8041.457994;8251.07543;8469.076973;8696.009958;8932.462745;9179.065152;9436.48633;9705.429282;9986.621314;10280.79993;10588.69394;10911;11253.18523;11620.20924;12011.78017;12427.41673;12866.51914;13328.42938;13812.4762;14318.00309;14844.3798;15391;15957.26952
40125;AREQUIPA;AREQUIPA;VITOR;1543.5;3238;3147.543175;3071.403917;3007.804381;2955.199629;2912.232185;2877.694361;2850.496647;2829.640839;2814.196842;2803.282373;2796.045024;2791.646367;2789.248047;2788;2803.930632;2851.817342;2929.536567;3035.564648;3168.732028;3328.000889;3512.252001;3720.072064;3949.538001;4198;4461.870967
40126;AREQUIPA;AREQUIPA;YANAHUARA;2.2;17379;17867.53273;18350.00011;18825.62589;19293.67535;19753.46149;20204.34927;20645.75647;21077.14949;21498.03245;21907.92842;22306.35196;22692.77307;23066.57386;23427;23782.07913;24138.04344;24490.90354;24836.31621;25169.8058;25486.94915;25783.51532;26055.55876;26299.47099;26512;26690.24932
40127;AREQUIPA;AREQUIPA;YARABAMBA;492.2;951;953.3862346;957.2340387;962.4674083;969.0149001;976.8085989;985.7830861;995.874338;1007.018477;1019.150297;1032.201507;1046.098639;1060.76061;1076.095986;1092;1110.604521;1133.944431;1161.759722;1193.788722;1229.762364;1269.397856;1312.391532;1358.410867;1407.085836;1458;1510.681895
40128;AREQUIPA;AREQUIPA;YURA;1942.9;6303;6702.090551;7132.946725;7598.424721;8101.666707;8646.133158;9235.638467;9874.389447;10567.02599;11318.66278;12134.93043;13022.01428;13986.68842;15036.34266;16179;17434.32453;18824.17989;20360.86839;22057.45305;23927.88743;25987.15152;28251.38372;30737.99957;33465.79071;36455;39727.37322
40129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;10.83;64489.95617;65757.51003;66988.94835;68182.73023;69337.48499;70452.0254;71525.35384;72556.65657;73545.281;74490.69113;75392.39791;76249.86285;77062.37677;77828.91825;78548;79249.97919;79958.50182;80660.42246;81341.71257;81988.18631;82586.08492;83122.49777;83585.62379;83964.89545;84251;84435.83878
40201;AREQUIPA;CAMANA;CAMANA;11.67;14093;14315.25799;14507.75588;14671.81318;14809.04727;14921.33616;15010.77991;15079.66106;15130.40389;15165.53274;15187.62967;15199.29179;15203.08933;15201.52555;15197;15171.65728;15107.85035;15008.2299;14875.57687;14712.87844;14523.36391;14310.49915;14077.94602;13829.49736;13569;13300.27752
40202;AREQUIPA;CAMANA;JOSE MARIA QUIMPER;16.72;3296;3346.142699;3396.022402;3445.747507;3495.435467;3545.213285;3595.217742;3645.595142;3696.500313;3748.094622;3800.542803;3854.008478;3908.648355;3964.60522;4022;4081.653873;4144.083815;4208.872928;4275.554393;4343.645347;4412.674111;4482.199576;4551.822764;4621.191526;4690;4757.984819
40203;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;557.74;1730;1866.513139;2010.747043;2162.940682;2323.336112;2492.180018;2669.72532;2856.232623;3051.971117;3257.218488;3472.259281;3697.381151;3932.868459;4178.992768;4436;4704.773495;4985.935134;5279.157228;5583.926831;5899.573587;6225.2995;6560.206904;6903.321991;7253.612561;7610;7971.366762
40204;AREQUIPA;CAMANA;MARISCAL CACERES;579.31;3815;3954.280726;4093.139565;4231.20635;4368.105202;4503.457074;4636.882008;4768.000745;4896.435252;5021.807734;5143.737773;5261.837379;5375.703942;5484.911372;5589;5690.723842;5792.441171;5892.950586;5990.941469;6085.04895;6173.90186;6256.161185;6330.548324;6395.864037;6451;6494.945647
40205;AREQUIPA;CAMANA;NICOLAS DE PIEROLA;391.84;5301;5347.167992;5396.223348;5448.216092;5503.201878;5561.242824;5622.407886;5686.772418;5754.416516;5825.42179;5899.866209;5977.816821;6059.320294;6144.391422;6233;6329.362013;6437.229412;6555.748625;6683.987088;6820.971192;6965.715649;7117.242848;7274.592307;7436.821472;7603;7772.200311
40206;AREQUIPA;CAMANA;OCOÑA;1414.8;4295;4374.64167;4445.757576;4508.511494;4563.152374;4610.007272;4649.473364;4682.009013;4708.123794;4728.367469;4743.317953;4753.568444;4759.714032;4762.338228;4762;4754.975692;4737.475353;4709.932466;4672.813927;4626.653483;4572.071747;4509.782194;4440.584813;4365.350516;4285;4200.480715
40207;AREQUIPA;CAMANA;QUILCA;912.25;1087;1045.915419;1009.934649;978.5245401;951.2268632;927.6471394;907.4452161;890.3272308;876.0386585;864.3581909;855.0922438;848.0699314;843.1383877;840.1583554;839;841.0976101;847.7746386;858.7791437;873.9061644;892.9910625;915.9029908;942.5381771;972.8128457;1006.655702;1044;1084.775309
40208;AREQUIPA;CAMANA;SAMUEL PASTOR;113.4;8786;9112.376427;9439.974656;9768.394741;10097.25628;10426.20264;10754.90424;11083.06006;11410.3964;11736.66185;12061.6175;12385.02179;12706.6098;13026.06721;13343;13660.56489;13980.99495;14302.15714;14621.65703;14936.96298;15245.51419;15544.80563;15832.44775;16106.2025;16364;16603.9424
40301;AREQUIPA;CARAVELI;CARAVELI;727.6822153;3383;3423.131409;3462.197183;3500.306372;3537.576713;3574.134789;3610.11591;3645.663489;3680.927687;3716.063102;3751.225342;3786.566396;3822.228853;3858.339127;3895;3932.847209;3972.211485;4012.663503;4053.735066;4094.953013;4135.865783;4176.0617;4215.179268;4252.910637;4289;4323.238946
40302;AREQUIPA;CARAVELI;ACARI;799.212433;5127;4967.346357;4827.662543;4705.933732;4600.408419;4509.559085;4432.048599;4366.701109;4312.476328;4268.446332;4233.774144;4207.693545;4189.489773;4178.480914;4174;4183.869381;4215.283195;4266.799138;4337.165683;4425.285763;4530.180991;4650.954981;4786.755056;4936.732241;5100;5275.592707
40303;AREQUIPA;CARAVELI;ATICO;3146.249578;3618;3634.780076;3657.278526;3685.244012;3718.441127;3756.646575;3799.645311;3847.22635;3899.177962;3955.281914;4015.306526;4078.998328;4146.072247;4216.200433;4289;4371.462391;4470.370165;4584.958061;4714.430399;4857.954658;5014.651446;5183.579984;5363.719009;5553.943708;5753;5959.478131
40304;AREQUIPA;CARAVELI;ATIQUIPA;423.5512894;559;595.3949255;629.5261973;661.0302431;689.6223311;715.1013181;737.350755;756.3366218;772.1021216;784.7600721;794.4835054;801.4951193;806.056221;808.4557618;809;804.7549983;793.0348498;774.649696;750.536344;721.7083659;689.207589;654.0595838;617.235495;579.6219571;542;505.0329776
40305;AREQUIPA;CARAVELI;BELLA UNION;1588.394835;1622;1839.233945;2071.005222;2314.843857;2567.419443;2824.522785;3081.095722;3331.317443;3568.752574;3786.562045;3977.772477;4135.594078;4253.771205;4326.944564;4351;4343.958807;4323.221291;4284.978766;4225.726114;4142.466955;4032.920679;3895.714343;3730.541833;3538.2733;3321;3082.003387
40306;AREQUIPA;CARAVELI;CAHUACHO;1412.104299;830;849.027186;865.5201405;879.5586703;891.2604128;900.7761712;908.2849842;913.9890771;918.1088222;920.8778155;922.5381719;923.3361332;923.5180869;923.3270909;923;918.8804468;907.7181281;890.439071;868.046226;841.5748362;812.0522594;780.463624;747.7245071;714.6613806;682;650.3613389
40307;AREQUIPA;CARAVELI;CHALA;378.3811519;2603;2730.019608;2864.120864;3005.804732;3155.615226;3314.14401;3482.035239;3659.990419;3848.772927;4049.211763;4262.204029;4488.715585;4729.779343;4986.490736;5260;5553.639792;5870.747526;6212.460094;6579.862966;6974.019881;7396.001416;7846.909291;8327.894286;8840.166765;9385;9963.727708
40308;AREQUIPA;CARAVELI;CHAPARRA;1473.194485;1742;1912.613029;2093.822655;2284.054866;2481.116665;2682.144733;2883.581013;3081.184699;3270.089538;3444.91376;3599.92707;3729.274982;3827.255504;3888.63705;3909;3908.336526;3908.343687;3907.935524;3906.006368;3901.467888;3893.279543;3880.471707;3862.161866;3837.565029;3806;3766.89332
